baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zswim5	3.15806517765395	-2.26581430298275	0.141022018486227	-16.0670959563953	4.3394494121273e-58	3.57812322412623e-56
Shisa9	4.2577124855677	-7.61691678470093	0.474413948547168	-16.0554233450065	5.23803038081724e-58	4.29189055354006e-56
Bicd1	4.82440439335949	3.11439481691028	0.194876641307465	15.9813654218135	1.72329375423883e-57	1.40319193938896e-55
Grik2	18.7444520853407	7.54915650632549	0.472388987461937	15.9808054520614	1.73884504884581e-57	1.40706045319026e-55
Glul	7.75932659450738	-3.98832234576042	0.250106611967268	-15.9464890367728	3.01370249606918e-57	2.42361210609811e-55
A330033J07Rik	2.11566325326956	-7.24463767570043	0.455610027699235	-15.9009618648755	6.23992731916661e-57	4.98734804380997e-55
Xkr6	6.97065263596512	3.09722577621128	0.195126715816478	15.8728945098646	9.76325211643061e-57	7.75583223005232e-55
Dtna	10.4048277947455	-1.48513456651254	0.0936942339518493	-15.8508640699893	1.38661108745493e-56	1.09483449984017e-54
Fam20a	2.02611019450849	-8.11730106527217	0.512582318189966	-15.8360926181302	1.7538597541379e-56	1.37646294439208e-54
Irak2	2.30714583994835	-3.92906575861928	0.248516111525194	-15.8101047634529	2.6502576384137e-56	2.06751835408705e-54
Ednrb	1.4274852710363	-6.81272953380934	0.431379007389812	-15.7929092911401	3.48145706912425e-56	2.69978706527088e-54
Arhgap31	12.1234787694711	-5.51580516602912	0.35047717212519	-15.7379869638382	8.30437297050738e-56	6.40173793253078e-54
Prdx6	3.33120879200849	-2.88500303280104	0.183397777665671	-15.7308505562173	9.29539789539968e-56	7.12355551654512e-54
Dock11	2.66521801847524	-4.04745793022418	0.258146392197944	-15.6789250307269	2.10791421574153e-55	1.60595943875326e-53
Gli3	1.34476333021079	-7.31480995418197	0.46733381850954	-15.6522161771022	3.20848764601788e-55	2.43024285187913e-53
Pitpnm2	2.42977239244608	-2.46033494226664	0.157243211314346	-15.6466846593979	3.49983398518983e-55	2.63559752364469e-53
Mt2	2.54108411449728	-4.42364479931598	0.283694617051847	-15.5929810910284	8.1251715556405e-55	6.0836054613152e-53
Gpr37l1	2.62125311161144	-5.40527034855376	0.34670738208871	-15.5902949512934	8.47413897872856e-55	6.30863329227861e-53
D030047H15Rik	1.42557403380467	-3.8125493364615	0.245238078603524	-15.5463187371699	1.68517773903425e-54	1.24741452182603e-52
Cdh19	2.36346096730628	-6.47837940822706	0.416918593404898	-15.5387154967576	1.89748581882537e-54	1.39663532472638e-52
Camk4	7.17718473844584	7.20765709716295	0.464606386238065	15.5134697039436	2.81260493904583e-54	2.05857399696006e-52
Mthfs	1.74218716801173	-2.66690524169659	0.173051800064174	-15.4110228307801	1.38010019771892e-53	1.00446622211632e-51
X2610035D17Rik	4.56923203210361	-2.19089366953274	0.142208585416901	-15.4061983185465	1.48706689813558e-53	1.07630597493946e-51
Timp4	1.79971533613999	-2.28899899224231	0.14919916019062	-15.3419026576145	4.01259364676695e-53	2.8881806646453e-51
Rbfox3	5.89919691843204	7.39442802185105	0.483930557181454	15.2799361646395	1.04042586369634e-52	7.44761986386585e-51
X1700047M11Rik	3.20315288074834	-8.70642070564041	0.569962610519983	-15.2754242908977	1.11499946429365e-52	7.93782132285117e-51
Rgl1	2.14098160684164	-4.04876269815758	0.26514189686203	-15.2701732395933	1.20851593262575e-52	8.55681824470016e-51
Samd12	6.96980541193185	4.19189341819577	0.274565983482476	15.2673443557269	1.26209162769082e-52	8.88785390570595e-51
Ank3	23.2195079346088	6.41716808728692	0.420699185829176	15.2535785745319	1.55852055619206e-52	1.09163472075646e-50
Bcar3	1.18905153222217	-4.79413794631384	0.315120131259797	-15.2136835153873	2.86933531195884e-52	1.99902141412833e-50
Glud1	4.69185371726019	-2.16266188791615	0.142293898053347	-15.1985567723034	3.61497822832386e-52	2.50510299779804e-50
Rgs7bp	10.7722408753911	-2.17941935646432	0.143534448951743	-15.1839462399514	4.51764896166513e-52	3.11407040595626e-50
Slc7a10	0.781606974347265	-5.94129705915747	0.391394146433945	-15.179831158155	4.81018324774314e-52	3.29826670271566e-50
Nek7	2.61507033742696	-4.36564515101016	0.287604745812029	-15.1793223671748	4.84763833776888e-52	3.29872217257725e-50
Unc5c	43.0132853168131	3.99714028883409	0.263331226051272	15.1791352236207	4.86148800379823e-52	3.29872217257725e-50
Tenm1	10.796797512191	6.46397040830416	0.426750595231225	15.1469511244661	7.93638523664615e-52	5.3572656405713e-50
Scn2a1	4.24859141861227	5.51203261358578	0.36395244456716	15.1449253765588	8.18474758474734e-52	5.4964377079427e-50
Etv4	1.1187592911054	-5.39415931977961	0.356665300451202	-15.1238691090939	1.12720440467696e-51	7.53088153032381e-50
Cmya5	0.858540525832592	-6.51549772840988	0.43178512585096	-15.0896761799498	1.89369396266186e-51	1.25872678293667e-49
Gm29478	1.88850257576316	-5.03080549417509	0.336250198869291	-14.9614944796826	1.31049689555393e-50	8.66657540876987e-49
Nedd9	1.78281284540174	-4.00619320397308	0.26832023090923	-14.9306416083413	2.08252622670986e-50	1.37026018593819e-48
Inadl	4.94139655603656	5.21622186057539	0.349612223594207	14.9200214081468	2.44195025110496e-50	1.59867979253243e-48
Caln1	9.35065797385322	7.69163022848552	0.515773720468384	14.9127997865044	2.72099482822681e-50	1.77245603110694e-48
Snhg11	86.3208645926	5.39108289240024	0.361613892308582	14.9083954103173	2.90653667502346e-50	1.88389849762217e-48
X4930448N21Rik	2.49500472295292	-6.57090624453602	0.440961011710344	-14.9013315690873	3.23076053907937e-50	2.08368060906564e-48
Igdcc4	1.22805798253611	-6.16345561587593	0.414042869068153	-14.8860325254422	4.06167243969776e-50	2.60667332730948e-48
Cnn3	1.19972687222914	-4.48708296024561	0.301668850853243	-14.8742004603866	4.84741445224585e-50	3.09569193548328e-48
Smg1	6.16992665469733	2.94151585349222	0.197815501829713	14.8699966700506	5.16159070036283e-50	3.28025383630863e-48
Gpld1	1.00564553511798	-4.69707296828217	0.316244997949909	-14.8526395634127	6.68824752011705e-50	4.22982954815946e-48
Synpo2	0.843475313968963	-7.18635842028289	0.484794118859159	-14.8235264016696	1.03220256057911e-49	6.49639370010852e-48
Ttll3	1.4407806207864	-5.56629486920497	0.375515836815801	-14.8230629003681	1.03935105611876e-49	6.5099353649592e-48
Chd7	5.55904841330676	2.34441613212736	0.158276279510027	14.8121761478405	1.22218527119065e-49	7.61848311630232e-48
Slc39a12	2.36240284705419	-5.25837068363218	0.355464659184043	-14.7929493066979	1.62666885523975e-49	1.00915437362207e-47
Gabrb3	6.19966625591846	3.94010995522736	0.266411070722025	14.7895879272168	1.70997468489603e-49	1.05580806610547e-47
Tjp1	15.0711053232359	-2.19125356032704	0.148239624781552	-14.781834233297	1.91868903314946e-49	1.17908871339015e-47
Mtcl1	5.84503704207203	3.4962997647369	0.236999156599613	14.7523721809844	2.97037600864839e-49	1.81681026482024e-47
Aig1	6.58394608702416	3.14646104598549	0.213369492188407	14.7465366942296	3.23863154354974e-49	1.97163045557785e-47
Nos1ap	4.06195640969734	-2.71016137981997	0.184094359747572	-14.7215883394587	4.68525099517122e-49	2.83904418442282e-47
Enah	5.14003612734681	-2.10096921753787	0.142734980862088	-14.7193715573329	4.84138490942808e-49	2.92007234259394e-47
Inpp4b	29.0459289880528	5.09582228862556	0.346911729964364	14.6891034475803	7.57088629128912e-49	4.54532288492694e-47
Pde1c	3.27264716133698	4.59691500644644	0.313006362612097	14.6863308722683	7.88703284997928e-49	4.71340660410688e-47
Erc1	4.39110110108507	4.9071003212126	0.334274913379591	14.6798342466109	8.68023788505423e-49	5.16375064687153e-47
Slc38a1	3.74511757640167	-2.32633045218688	0.158565818883865	-14.6710714109874	9.87730007981535e-49	5.84915751999247e-47
Nrg2	6.51208871149967	3.14505232232305	0.214531598928863	14.6600889473906	1.16120744359988e-48	6.84534415168294e-47
Srgap2	13.3798269613114	3.62426838763899	0.247293699924383	14.6557247060771	1.23828336389058e-48	7.26682687602095e-47
Etnppl	1.51133393847762	-7.57921476251115	0.517787811154709	-14.6376847798114	1.61473677802545e-48	9.43353845027601e-47
Chn1	1.95026942708748	-4.77345260312129	0.326363167160621	-14.6261989202109	1.91173308554071e-48	1.1118776177868e-46
Cachd1	1.76235335621413	-6.37258831184042	0.437110065044607	-14.5789100307953	3.82576139377167e-48	2.21520086391366e-46
Bcat1	2.7146975409665	-5.90393408455228	0.406338748685886	-14.5295867146459	7.86937751530604e-48	4.5363827552835e-46
